firstname,lastname,email,emailstatus,language,sent,remindersent,remindercount,usesleft,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,id,token,submitdate,startlanguage,startdate,datestamp,ipaddr,refurl,turno,IM1a,prioridad_seccion,IM3,IM3a,IM4,IM5,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,PL0,PL1,PL2,PL3,PL4,PL5,PL6,PL7,PL8,PL9,PL10,PL11,PL12,PL13,clave,sector_superv,g3_inas_anio3_mas38_porc,g6_pdlmate_rgdes_anio3_porc,Region,nombreDistrito,conauh_A,tercil_AUH,MatrículaInicial2025,Ambito,ira_mat,ira_pl,anio,NSE,pi_1,pi_2,pi_3,pi_total_estudiante,weight_design,prob_respuesta,inv_no_respuesta,weight_no_respuesta,weight_calibrate
60866600,60866600,diegoparedes.060866600@abc.gob.ar,OK,es,N,N,0,-43,,"El CUE-Anexo 060866600  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""BERNARDINO RIVADAVIA""",5,Almirante Brown,Estatal,Oficial,60866600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""BERNARDINO RIVADAVIA""",128,17,Urbano,92,60866600,2026-02-27T16:59:37Z,es,2026-02-27T16:57:45Z,2026-02-27T16:59:37Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Suplente,4,NA,1,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,0004PP0003,Estatal,63.492063492063494,19.841269841269842,05,Almirante Brown,39.86666666666667,2,753,Urbano,NA,NA,3,Medio,0.12134015739517161,0.203125,0.7307692307692307,0.018011429613345783,55.5203013568139,0.36895510680470234,2.710356847098274,150.47982893540015,177.86475535540347
60866600,60866600,diegoparedes.060866600@abc.gob.ar,OK,es,N,N,0,-43,,"El CUE-Anexo 060866600  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""BERNARDINO RIVADAVIA""",5,Almirante Brown,Estatal,Oficial,60866600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""BERNARDINO RIVADAVIA""",128,17,Urbano,187,60866600,2026-03-01T21:35:49Z,es,2026-03-01T21:32:10Z,2026-03-01T21:35:49Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Reserva,5,NA,1,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,3,6,6,5,6,3,3,NA,NA,NA,A2,5,,0004PP0003,Estatal,63.492063492063494,19.841269841269842,05,Almirante Brown,39.86666666666667,2,753,Urbano,NA,18.181818181818183,3,Medio,0.12134015739517161,0.21875,0.35714285714285715,0.009479699796497782,105.4885725779464,0.36895510680470234,2.710356847098274,285.91167497726025,343.32749184837195
60866600,60866600,diegoparedes.060866600@abc.gob.ar,OK,es,N,N,0,-43,,"El CUE-Anexo 060866600  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""BERNARDINO RIVADAVIA""",5,Almirante Brown,Estatal,Oficial,60866600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""BERNARDINO RIVADAVIA""",128,17,Urbano,189,60866600,2026-03-01T21:42:40Z,es,2026-03-01T21:38:23Z,2026-03-01T21:42:40Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Reserva,5,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,2,1,4,1,1,1,1,1,4,2,A1,1,,0004PP0003,Estatal,63.492063492063494,19.841269841269842,05,Almirante Brown,39.86666666666667,2,753,Urbano,NA,86.36363636363636,3,Medio,0.12134015739517161,0.21875,0.35714285714285715,0.009479699796497782,105.4885725779464,0.36895510680470234,2.710356847098274,285.91167497726025,337.71255362934437
60866600,60866600,diegoparedes.060866600@abc.gob.ar,OK,es,N,N,0,-43,,"El CUE-Anexo 060866600  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""BERNARDINO RIVADAVIA""",5,Almirante Brown,Estatal,Oficial,60866600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ""BERNARDINO RIVADAVIA""",128,17,Urbano,200,60866600,2026-03-01T22:11:09Z,es,2026-03-01T22:09:07Z,2026-03-01T22:11:09Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Reserva,5,NA,1,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,5,6,6,5,6,3,3,NA,NA,NA,A2,6,,0004PP0003,Estatal,63.492063492063494,19.841269841269842,05,Almirante Brown,39.86666666666667,2,753,Urbano,NA,9.090909090909092,3,Medio,0.12134015739517161,0.21875,0.35714285714285715,0.009479699796497782,105.4885725779464,0.36895510680470234,2.710356847098274,285.91167497726025,206.78410763862522
60858800,60858800,diegoparedes.060858800@abc.gob.ar,OK,es,N,N,0,-10,,"El CUE-Anexo 060858800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº21 ""GENERAL JOSÉ DE SAN MA",2,Avellaneda,Estatal,Oficial,60858800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº21 ""GENERAL JOSÉ DE SAN MARTIN""",115,35,Urbano,1888,60858800,2026-03-09T13:49:40Z,es,2026-03-09T13:46:40Z,2026-03-09T13:49:40Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Principal,1,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,1,1,2,1,1,1,1,2,4,2,A2,3,,0005PP0021,Estatal,40,4.5454545454545459,02,Avellaneda,28.69692532942899,2,694,Urbano,NA,81.81818181818183,3,Medio,1,0.2608695652173913,0.36666666666666664,0.09565217391304347,10.454545454545455,0.44467813124351196,2.248817582289393,23.510365633025472,25.51297499310102
60634600,60634600,diegoparedes.060634600@abc.gob.ar,OK,es,N,N,0,-10,,"El CUE-Anexo 060634600  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº67 ""BERNARDINO RIVADAVIA""",25,Azul,Estatal,Oficial,60634600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº67 ""BERNARDINO RIVADAVIA""",92,46,Urbano,3754,60634600,2026-03-17T21:08:29Z,es,2026-03-17T21:07:15Z,2026-03-17T21:08:29Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,3,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,2,3,4,4,3,1,1,5,3,2,A1,3,,0007PP0067,Estatal,14.285714285714286,5.7142857142857144,25,Azul,24.137931034482758,2,591,Urbano,NA,59.09090909090909,3,Medio,0.09523510361294345,0.2717391304347826,0.44,0.011386805866764977,87.82094045519217,0.5302541109976626,1.8858882548190334,165.62048013160862,179.06045044242788
61200100,61200100,diegoparedes.061200100@abc.gob.ar,OK,es,N,N,0,-10,,"El CUE-Anexo 061200100  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""COMANDANTE SEAVER""",22,Bahía Blanca,Estatal,Oficial,61200100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº46 ""COMANDANTE SEAVER""",57,52,Urbano,2553,61200100,2026-03-11T21:02:15Z,es,2026-03-11T21:00:48Z,2026-03-11T21:02:15Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,2,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,1,1,4,1,3,1,1,5,3,2,A1,5,,0008PP0046,Estatal,10.909090909090908,10.909090909090908,22,Bahía Blanca,28.277634961439592,2,390,Urbano,NA,59.09090909090909,3,Medio,1,0.2631578947368421,0.4666666666666667,0.12280701754385964,8.142857142857144,0.6830254782674297,1.464074228294692,11.921747287542493,12.889187603319488
60478500,60478500,diegoparedes.060478500@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060478500  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº48 ""EDUARDO MALLEA""",22,Bahía Blanca,Estatal,Oficial,60478500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº48 ""EDUARDO MALLEA""",49,53,Urbano,3200,60478500,2026-03-13T15:18:36Z,es,2026-03-13T15:16:55Z,2026-03-13T15:18:36Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Principal,1,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,1,1,4,1,4,2,2,4,3,2,A1,5,,0008PP0048,Estatal,31.914893617021278,27.659574468085108,22,Bahía Blanca,39.14728682170542,2,260,Urbano,NA,63.63636363636363,3,Medio,0.9590223276515596,0.5918367346938775,0.3448275862068966,0.19571884237786932,5.109370093602566,0.6647554830132278,1.5043125262647907,7.686089433129046,8.80377458276201
60651200,60651200,diegoparedes.060651200@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060651200  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº18 ""REMEDIOS DE ESCALADA""",12,Arrecifes,Estatal,Oficial,60651200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº18 ""REMEDIOS DE ESCALADA""",44,57,Urbano,4485,60651200,2026-03-31T15:33:30Z,es,2026-03-31T15:31:42Z,2026-03-31T15:33:30Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,1,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,0011PP0018,Estatal,5,10,12,Arrecifes,21.328671328671327,1,299,Urbano,NA,NA,3,Alto,1,0.45454545454545453,0.5,0.22727272727272727,4.4,0.9999999771045995,1.000000022895401,4.400000100739764,5.1080664207607
60855800,60855800,diegoparedes.060855800@abc.gob.ar,OK,es,N,N,0,-94,,"El CUE-Anexo 060855800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""BELGRANO""",15,Bragado,Estatal,Oficial,60855800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""BELGRANO""",104,62,Urbano,4304,60855800,2026-03-30T15:34:23Z,es,2026-03-30T15:31:55Z,2026-03-30T15:34:23Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Principal,1,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,3,1,4,1,1,1,1,1,2,1,A1,1,,0013PP0007,Estatal,8.9743589743589745,2.5641025641025643,15,Bragado,20.0354609929078,1,573,Urbano,NA,86.36363636363636,3,Alto,0.09233454208158477,0.2403846153846154,1,0.02219580338499634,45.05356182223024,0.27252956336276984,3.669326687574364,165.3162367645909,53.9670804443578
60855800,60855800,diegoparedes.060855800@abc.gob.ar,OK,es,N,N,0,-94,,"El CUE-Anexo 060855800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""BELGRANO""",15,Bragado,Estatal,Oficial,60855800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""BELGRANO""",104,62,Urbano,4645,60855800,2026-04-01T16:40:46Z,es,2026-04-01T16:35:16Z,2026-04-01T16:40:46Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Reserva,4,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,1,1,1,1,1,1,2,1,1,1,A1,3,,0013PP0007,Estatal,8.9743589743589745,2.5641025641025643,15,Bragado,20.0354609929078,1,573,Urbano,NA,95.45454545454545,3,Alto,0.09233454208158477,0.25961538461538464,0.8518518518518519,0.020420139114196635,48.97126285025026,0.27252956336276984,3.669326687574364,179.6915617006423,46.57761681293286
60855800,60855800,diegoparedes.060855800@abc.gob.ar,OK,es,N,N,0,-94,,"El CUE-Anexo 060855800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""BELGRANO""",15,Bragado,Estatal,Oficial,60855800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""BELGRANO""",104,62,Urbano,4765,60855800,2026-04-06T15:36:52Z,es,2026-04-06T15:34:30Z,2026-04-06T15:36:52Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Suplente,4,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,1,1,1,1,1,1,2,1,1,1,A1,6,,0013PP0007,Estatal,8.9743589743589745,2.5641025641025643,15,Bragado,20.0354609929078,1,573,Urbano,NA,90.9090909090909,3,Alto,0.09233454208158477,0.25,0.38461538461538464,0.008878321353998537,112.63390455557561,0.27252956336276984,3.669326687574364,413.29059191147735,121.0231098903201
60855800,60855800,diegoparedes.060855800@abc.gob.ar,OK,es,N,N,0,-94,,"El CUE-Anexo 060855800  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""BELGRANO""",15,Bragado,Estatal,Oficial,60855800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""BELGRANO""",104,62,Urbano,4774,60855800,2026-04-06T16:32:45Z,es,2026-04-06T16:30:43Z,2026-04-06T16:32:45Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,1,NA,Reserva,1,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,3,1,4,1,1,1,1,1,1,1,A1,1,,0013PP0007,Estatal,8.9743589743589745,2.5641025641025643,15,Bragado,20.0354609929078,1,573,Urbano,NA,86.36363636363636,3,Alto,0.09233454208158477,0.25961538461538464,0.8518518518518519,0.020420139114196635,48.97126285025026,0.27252956336276984,3.669326687574364,179.6915617006423,52.9501865423414
60838000,60838000,diegoparedes.060838000@abc.gob.ar,OK,es,N,N,0,-9,,"El CUE-Anexo 060838000  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""GENERAL MANUEL BELGRANO""",1,Brandsen,Estatal,Oficial,60838000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº7 ""GENERAL MANUEL BELGRANO""",23,65,Rural Agrupado,4933,60838000,2026-04-12T19:30:33Z,es,2026-04-12T19:27:36Z,2026-04-12T19:30:33Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,1,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,a,A1,5,1,4,1,3,3,1,5,3,3,A1,6,,0014PP0007,Estatal,43.478260869565219,30.434782608695652,01,Brandsen,66.07142857142857,3,171,Rural Agrupado,NA,31.818181818181817,3,Bajo,0.6307416078016026,1,0.43478260869565216,0.2742354816528707,3.646501152851575,0.7578740261448034,1.31948050137944,4.811487169445302,5.6586626734164405
60023500,60023500,diegoparedes.060023500@abc.gob.ar,OK,es,N,N,0,-8,,"El CUE-Anexo 060023500  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ""CORONEL FELIX BOGADO""",11,Campana,Estatal,Oficial,60023500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ""CORONEL FELIX BOGADO""",40,69,Rural Agrupado,770,60023500,2026-03-04T14:37:55Z,es,2026-03-04T14:32:33Z,2026-03-04T14:37:55Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,3,NA,Principal,1,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,3,3,5,4,5,2,3,NA,NA,NA,A2,6,,0015PP0004,Estatal,17.5,7.5,11,Campana,44.871794871794876,2,232,Rural Agrupado,NA,27.27272727272727,3,Medio,0.8557430000583147,0.5,0.45,0.19254217501312082,5.193667309158915,0.5633145151682412,1.775207229839155,9.219835756598176,6.112824323664033
60465100,60465100,diegoparedes.060465100@abc.gob.ar,OK,es,N,N,0,-8,,"El CUE-Anexo 060465100  corresponde a: ESCUELA DE EDUCACIÓN PRIMARIA Nº24 ""CARLOS PELLEGRINI""",10,Cañuelas,Estatal,Oficial,60465100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº24 ""CARLOS PELLEGRINI""",22,75,Urbano,4312,60465100,2026-03-30T15:47:10Z,es,2026-03-30T15:41:24Z,2026-03-30T15:47:10Z,10.20.1.191,http://siri.abc.gov.ar/index.php/743224,2,NA,Principal,13,NA,2,,A2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,A1,1,1,5,3,3,2,1,3,4,2,A1,3,,0016PP0024,Estatal,20.833333333333332,12.5,10,Cañuelas,47.58620689655172,3,144,Urbano,NA,68.18181818181817,3,Bajo,0.02320449225086947,1,0.4090909090909091,0.009492746829901148,105.34358683727937,0.6693836952232529,1.4939114996914884,157.37399579496056,135.7911487328927
